"","Date","Country.Region","Province.State","Lat","Long","Confirmed","Recovered","Deaths"
"1","2020-01-22","Afghanistan","",33,65,0,0,0
"2","2020-01-23","Afghanistan","",33,65,0,0,0
"3","2020-01-24","Afghanistan","",33,65,0,0,0
"4","2020-01-25","Afghanistan","",33,65,0,0,0
"5","2020-01-26","Afghanistan","",33,65,0,0,0
"6","2020-01-27","Afghanistan","",33,65,0,0,0
"7","2020-01-28","Afghanistan","",33,65,0,0,0
"8","2020-01-29","Afghanistan","",33,65,0,0,0
"9","2020-01-30","Afghanistan","",33,65,0,0,0
"10","2020-01-31","Afghanistan","",33,65,0,0,0
"11","2020-02-01","Afghanistan","",33,65,0,0,0
"12","2020-02-02","Afghanistan","",33,65,0,0,0
"13","2020-02-03","Afghanistan","",33,65,0,0,0
"14","2020-02-04","Afghanistan","",33,65,0,0,0
"15","2020-02-05","Afghanistan","",33,65,0,0,0
"16","2020-02-06","Afghanistan","",33,65,0,0,0
"17","2020-02-07","Afghanistan","",33,65,0,0,0
"18","2020-02-08","Afghanistan","",33,65,0,0,0
"19","2020-02-09","Afghanistan","",33,65,0,0,0
"20","2020-02-10","Afghanistan","",33,65,0,0,0
"21","2020-02-11","Afghanistan","",33,65,0,0,0
"22","2020-02-12","Afghanistan","",33,65,0,0,0
"23","2020-02-13","Afghanistan","",33,65,0,0,0
"24","2020-02-14","Afghanistan","",33,65,0,0,0
"25","2020-02-15","Afghanistan","",33,65,0,0,0
"26","2020-02-16","Afghanistan","",33,65,0,0,0
"27","2020-02-17","Afghanistan","",33,65,0,0,0
"28","2020-02-18","Afghanistan","",33,65,0,0,0
"29","2020-02-19","Afghanistan","",33,65,0,0,0
"30","2020-02-20","Afghanistan","",33,65,0,0,0
"31","2020-02-21","Afghanistan","",33,65,0,0,0
"32","2020-02-22","Afghanistan","",33,65,0,0,0
"33","2020-02-23","Afghanistan","",33,65,0,0,0
"34","2020-02-24","Afghanistan","",33,65,1,0,0
"35","2020-02-25","Afghanistan","",33,65,1,0,0
"36","2020-02-26","Afghanistan","",33,65,1,0,0
"37","2020-02-27","Afghanistan","",33,65,1,0,0
"38","2020-02-28","Afghanistan","",33,65,1,0,0
"39","2020-02-29","Afghanistan","",33,65,1,0,0
"40","2020-03-01","Afghanistan","",33,65,1,0,0
"41","2020-03-02","Afghanistan","",33,65,1,0,0
"42","2020-03-03","Afghanistan","",33,65,1,0,0
"43","2020-03-04","Afghanistan","",33,65,1,0,0
"44","2020-03-05","Afghanistan","",33,65,1,0,0
"45","2020-03-06","Afghanistan","",33,65,1,0,0
"46","2020-03-07","Afghanistan","",33,65,1,0,0
"47","2020-03-08","Afghanistan","",33,65,4,0,0
"48","2020-03-09","Afghanistan","",33,65,4,0,0
"49","2020-03-10","Afghanistan","",33,65,5,0,0
"50","2020-03-11","Afghanistan","",33,65,7,0,0
"51","2020-03-12","Afghanistan","",33,65,7,0,0
"52","2020-03-13","Afghanistan","",33,65,7,0,0
"53","2020-03-14","Afghanistan","",33,65,11,0,0
"54","2020-03-15","Afghanistan","",33,65,16,0,0
"55","2020-03-16","Afghanistan","",33,65,21,1,0
"56","2020-03-17","Afghanistan","",33,65,22,1,0
"57","2020-03-18","Afghanistan","",33,65,22,1,0
"58","2020-03-19","Afghanistan","",33,65,22,1,0
"59","2020-03-20","Afghanistan","",33,65,24,1,0
"60","2020-03-21","Afghanistan","",33,65,24,1,0
"61","2020-03-22","Afghanistan","",33,65,40,1,1
"62","2020-03-23","Afghanistan","",33,65,40,1,1
"63","2020-03-24","Afghanistan","",33,65,74,1,1
"64","2020-03-25","Afghanistan","",33,65,84,2,2
"65","2020-03-26","Afghanistan","",33,65,94,2,4
"66","2020-03-27","Afghanistan","",33,65,110,2,4
"67","2020-03-28","Afghanistan","",33,65,110,2,4
"68","2020-03-29","Afghanistan","",33,65,120,2,4
"69","2020-03-30","Afghanistan","",33,65,170,2,4
"70","2020-03-31","Afghanistan","",33,65,174,5,4
"71","2020-04-01","Afghanistan","",33,65,237,5,4
"72","2020-04-02","Afghanistan","",33,65,273,10,6
"73","2020-01-22","Albania","",41.1533,20.1683,0,0,0
"74","2020-01-23","Albania","",41.1533,20.1683,0,0,0
"75","2020-01-24","Albania","",41.1533,20.1683,0,0,0
"76","2020-01-25","Albania","",41.1533,20.1683,0,0,0
"77","2020-01-26","Albania","",41.1533,20.1683,0,0,0
"78","2020-01-27","Albania","",41.1533,20.1683,0,0,0
"79","2020-01-28","Albania","",41.1533,20.1683,0,0,0
"80","2020-01-29","Albania","",41.1533,20.1683,0,0,0
"81","2020-01-30","Albania","",41.1533,20.1683,0,0,0
"82","2020-01-31","Albania","",41.1533,20.1683,0,0,0
"83","2020-02-01","Albania","",41.1533,20.1683,0,0,0
"84","2020-02-02","Albania","",41.1533,20.1683,0,0,0
"85","2020-02-03","Albania","",41.1533,20.1683,0,0,0
"86","2020-02-04","Albania","",41.1533,20.1683,0,0,0
"87","2020-02-05","Albania","",41.1533,20.1683,0,0,0
"88","2020-02-06","Albania","",41.1533,20.1683,0,0,0
"89","2020-02-07","Albania","",41.1533,20.1683,0,0,0
"90","2020-02-08","Albania","",41.1533,20.1683,0,0,0
"91","2020-02-09","Albania","",41.1533,20.1683,0,0,0
"92","2020-02-10","Albania","",41.1533,20.1683,0,0,0
"93","2020-02-11","Albania","",41.1533,20.1683,0,0,0
"94","2020-02-12","Albania","",41.1533,20.1683,0,0,0
"95","2020-02-13","Albania","",41.1533,20.1683,0,0,0
"96","2020-02-14","Albania","",41.1533,20.1683,0,0,0
"97","2020-02-15","Albania","",41.1533,20.1683,0,0,0
"98","2020-02-16","Albania","",41.1533,20.1683,0,0,0
"99","2020-02-17","Albania","",41.1533,20.1683,0,0,0
"100","2020-02-18","Albania","",41.1533,20.1683,0,0,0
"101","2020-02-19","Albania","",41.1533,20.1683,0,0,0
"102","2020-02-20","Albania","",41.1533,20.1683,0,0,0
"103","2020-02-21","Albania","",41.1533,20.1683,0,0,0
"104","2020-02-22","Albania","",41.1533,20.1683,0,0,0
"105","2020-02-23","Albania","",41.1533,20.1683,0,0,0
"106","2020-02-24","Albania","",41.1533,20.1683,0,0,0
"107","2020-02-25","Albania","",41.1533,20.1683,0,0,0
"108","2020-02-26","Albania","",41.1533,20.1683,0,0,0
"109","2020-02-27","Albania","",41.1533,20.1683,0,0,0
"110","2020-02-28","Albania","",41.1533,20.1683,0,0,0
"111","2020-02-29","Albania","",41.1533,20.1683,0,0,0
"112","2020-03-01","Albania","",41.1533,20.1683,0,0,0
"113","2020-03-02","Albania","",41.1533,20.1683,0,0,0
"114","2020-03-03","Albania","",41.1533,20.1683,0,0,0
"115","2020-03-04","Albania","",41.1533,20.1683,0,0,0
"116","2020-03-05","Albania","",41.1533,20.1683,0,0,0
"117","2020-03-06","Albania","",41.1533,20.1683,0,0,0
"118","2020-03-07","Albania","",41.1533,20.1683,0,0,0
"119","2020-03-08","Albania","",41.1533,20.1683,0,0,0
"120","2020-03-09","Albania","",41.1533,20.1683,2,0,0
"121","2020-03-10","Albania","",41.1533,20.1683,10,0,0
"122","2020-03-11","Albania","",41.1533,20.1683,12,0,1
"123","2020-03-12","Albania","",41.1533,20.1683,23,0,1
"124","2020-03-13","Albania","",41.1533,20.1683,33,0,1
"125","2020-03-14","Albania","",41.1533,20.1683,38,0,1
"126","2020-03-15","Albania","",41.1533,20.1683,42,0,1
"127","2020-03-16","Albania","",41.1533,20.1683,51,0,1
"128","2020-03-17","Albania","",41.1533,20.1683,55,0,1
"129","2020-03-18","Albania","",41.1533,20.1683,59,0,2
"130","2020-03-19","Albania","",41.1533,20.1683,64,0,2
"131","2020-03-20","Albania","",41.1533,20.1683,70,0,2
"132","2020-03-21","Albania","",41.1533,20.1683,76,2,2
"133","2020-03-22","Albania","",41.1533,20.1683,89,2,2
"134","2020-03-23","Albania","",41.1533,20.1683,104,2,4
"135","2020-03-24","Albania","",41.1533,20.1683,123,10,5
"136","2020-03-25","Albania","",41.1533,20.1683,146,17,5
"137","2020-03-26","Albania","",41.1533,20.1683,174,17,6
"138","2020-03-27","Albania","",41.1533,20.1683,186,31,8
"139","2020-03-28","Albania","",41.1533,20.1683,197,31,10
"140","2020-03-29","Albania","",41.1533,20.1683,212,33,10
"141","2020-03-30","Albania","",41.1533,20.1683,223,44,11
"142","2020-03-31","Albania","",41.1533,20.1683,243,52,15
"143","2020-04-01","Albania","",41.1533,20.1683,259,67,15
"144","2020-04-02","Albania","",41.1533,20.1683,277,76,16
"145","2020-01-22","Algeria","",28.0339,1.6596,0,0,0
"146","2020-01-23","Algeria","",28.0339,1.6596,0,0,0
"147","2020-01-24","Algeria","",28.0339,1.6596,0,0,0
"148","2020-01-25","Algeria","",28.0339,1.6596,0,0,0
"149","2020-01-26","Algeria","",28.0339,1.6596,0,0,0
"150","2020-01-27","Algeria","",28.0339,1.6596,0,0,0
"151","2020-01-28","Algeria","",28.0339,1.6596,0,0,0
"152","2020-01-29","Algeria","",28.0339,1.6596,0,0,0
"153","2020-01-30","Algeria","",28.0339,1.6596,0,0,0
"154","2020-01-31","Algeria","",28.0339,1.6596,0,0,0
"155","2020-02-01","Algeria","",28.0339,1.6596,0,0,0
"156","2020-02-02","Algeria","",28.0339,1.6596,0,0,0
"157","2020-02-03","Algeria","",28.0339,1.6596,0,0,0
"158","2020-02-04","Algeria","",28.0339,1.6596,0,0,0
"159","2020-02-05","Algeria","",28.0339,1.6596,0,0,0
"160","2020-02-06","Algeria","",28.0339,1.6596,0,0,0
"161","2020-02-07","Algeria","",28.0339,1.6596,0,0,0
"162","2020-02-08","Algeria","",28.0339,1.6596,0,0,0
"163","2020-02-09","Algeria","",28.0339,1.6596,0,0,0
"164","2020-02-10","Algeria","",28.0339,1.6596,0,0,0
"165","2020-02-11","Algeria","",28.0339,1.6596,0,0,0
"166","2020-02-12","Algeria","",28.0339,1.6596,0,0,0
"167","2020-02-13","Algeria","",28.0339,1.6596,0,0,0
"168","2020-02-14","Algeria","",28.0339,1.6596,0,0,0
"169","2020-02-15","Algeria","",28.0339,1.6596,0,0,0
"170","2020-02-16","Algeria","",28.0339,1.6596,0,0,0
"171","2020-02-17","Algeria","",28.0339,1.6596,0,0,0
"172","2020-02-18","Algeria","",28.0339,1.6596,0,0,0
"173","2020-02-19","Algeria","",28.0339,1.6596,0,0,0
"174","2020-02-20","Algeria","",28.0339,1.6596,0,0,0
"175","2020-02-21","Algeria","",28.0339,1.6596,0,0,0
"176","2020-02-22","Algeria","",28.0339,1.6596,0,0,0
"177","2020-02-23","Algeria","",28.0339,1.6596,0,0,0
"178","2020-02-24","Algeria","",28.0339,1.6596,0,0,0
"179","2020-02-25","Algeria","",28.0339,1.6596,1,0,0
"180","2020-02-26","Algeria","",28.0339,1.6596,1,0,0
"181","2020-02-27","Algeria","",28.0339,1.6596,1,0,0
"182","2020-02-28","Algeria","",28.0339,1.6596,1,0,0
"183","2020-02-29","Algeria","",28.0339,1.6596,1,0,0
"184","2020-03-01","Algeria","",28.0339,1.6596,1,0,0
"185","2020-03-02","Algeria","",28.0339,1.6596,3,0,0
"186","2020-03-03","Algeria","",28.0339,1.6596,5,0,0
"187","2020-03-04","Algeria","",28.0339,1.6596,12,0,0
"188","2020-03-05","Algeria","",28.0339,1.6596,12,0,0
"189","2020-03-06","Algeria","",28.0339,1.6596,17,0,0
"190","2020-03-07","Algeria","",28.0339,1.6596,17,0,0
"191","2020-03-08","Algeria","",28.0339,1.6596,19,0,0
"192","2020-03-09","Algeria","",28.0339,1.6596,20,0,0
"193","2020-03-10","Algeria","",28.0339,1.6596,20,0,0
"194","2020-03-11","Algeria","",28.0339,1.6596,20,0,0
"195","2020-03-12","Algeria","",28.0339,1.6596,24,8,1
"196","2020-03-13","Algeria","",28.0339,1.6596,26,8,2
"197","2020-03-14","Algeria","",28.0339,1.6596,37,12,3
"198","2020-03-15","Algeria","",28.0339,1.6596,48,12,4
"199","2020-03-16","Algeria","",28.0339,1.6596,54,12,4
"200","2020-03-17","Algeria","",28.0339,1.6596,60,12,4
"201","2020-03-18","Algeria","",28.0339,1.6596,74,12,7
"202","2020-03-19","Algeria","",28.0339,1.6596,87,32,9
"203","2020-03-20","Algeria","",28.0339,1.6596,90,32,11
"204","2020-03-21","Algeria","",28.0339,1.6596,139,32,15
"205","2020-03-22","Algeria","",28.0339,1.6596,201,65,17
"206","2020-03-23","Algeria","",28.0339,1.6596,230,65,17
"207","2020-03-24","Algeria","",28.0339,1.6596,264,24,19
"208","2020-03-25","Algeria","",28.0339,1.6596,302,65,21
"209","2020-03-26","Algeria","",28.0339,1.6596,367,29,25
"210","2020-03-27","Algeria","",28.0339,1.6596,409,29,26
"211","2020-03-28","Algeria","",28.0339,1.6596,454,31,29
"212","2020-03-29","Algeria","",28.0339,1.6596,511,31,31
"213","2020-03-30","Algeria","",28.0339,1.6596,584,37,35
"214","2020-03-31","Algeria","",28.0339,1.6596,716,46,44
"215","2020-04-01","Algeria","",28.0339,1.6596,847,61,58
"216","2020-04-02","Algeria","",28.0339,1.6596,986,61,86
"217","2020-01-22","Andorra","",42.5063,1.5218,0,0,0
"218","2020-01-23","Andorra","",42.5063,1.5218,0,0,0
"219","2020-01-24","Andorra","",42.5063,1.5218,0,0,0
"220","2020-01-25","Andorra","",42.5063,1.5218,0,0,0
"221","2020-01-26","Andorra","",42.5063,1.5218,0,0,0
"222","2020-01-27","Andorra","",42.5063,1.5218,0,0,0
"223","2020-01-28","Andorra","",42.5063,1.5218,0,0,0
"224","2020-01-29","Andorra","",42.5063,1.5218,0,0,0
"225","2020-01-30","Andorra","",42.5063,1.5218,0,0,0
"226","2020-01-31","Andorra","",42.5063,1.5218,0,0,0
"227","2020-02-01","Andorra","",42.5063,1.5218,0,0,0
"228","2020-02-02","Andorra","",42.5063,1.5218,0,0,0
"229","2020-02-03","Andorra","",42.5063,1.5218,0,0,0
"230","2020-02-04","Andorra","",42.5063,1.5218,0,0,0
"231","2020-02-05","Andorra","",42.5063,1.5218,0,0,0
"232","2020-02-06","Andorra","",42.5063,1.5218,0,0,0
"233","2020-02-07","Andorra","",42.5063,1.5218,0,0,0
"234","2020-02-08","Andorra","",42.5063,1.5218,0,0,0
"235","2020-02-09","Andorra","",42.5063,1.5218,0,0,0
"236","2020-02-10","Andorra","",42.5063,1.5218,0,0,0
"237","2020-02-11","Andorra","",42.5063,1.5218,0,0,0
"238","2020-02-12","Andorra","",42.5063,1.5218,0,0,0
"239","2020-02-13","Andorra","",42.5063,1.5218,0,0,0
"240","2020-02-14","Andorra","",42.5063,1.5218,0,0,0
"241","2020-02-15","Andorra","",42.5063,1.5218,0,0,0
"242","2020-02-16","Andorra","",42.5063,1.5218,0,0,0
"243","2020-02-17","Andorra","",42.5063,1.5218,0,0,0
"244","2020-02-18","Andorra","",42.5063,1.5218,0,0,0
"245","2020-02-19","Andorra","",42.5063,1.5218,0,0,0
"246","2020-02-20","Andorra","",42.5063,1.5218,0,0,0
"247","2020-02-21","Andorra","",42.5063,1.5218,0,0,0
"248","2020-02-22","Andorra","",42.5063,1.5218,0,0,0
"249","2020-02-23","Andorra","",42.5063,1.5218,0,0,0
"250","2020-02-24","Andorra","",42.5063,1.5218,0,0,0
"251","2020-02-25","Andorra","",42.5063,1.5218,0,0,0
"252","2020-02-26","Andorra","",42.5063,1.5218,0,0,0
"253","2020-02-27","Andorra","",42.5063,1.5218,0,0,0
"254","2020-02-28","Andorra","",42.5063,1.5218,0,0,0
"255","2020-02-29","Andorra","",42.5063,1.5218,0,0,0
"256","2020-03-01","Andorra","",42.5063,1.5218,0,0,0
"257","2020-03-02","Andorra","",42.5063,1.5218,1,0,0
"258","2020-03-03","Andorra","",42.5063,1.5218,1,0,0
"259","2020-03-04","Andorra","",42.5063,1.5218,1,0,0
"260","2020-03-05","Andorra","",42.5063,1.5218,1,0,0
"261","2020-03-06","Andorra","",42.5063,1.5218,1,0,0
"262","2020-03-07","Andorra","",42.5063,1.5218,1,0,0
"263","2020-03-08","Andorra","",42.5063,1.5218,1,0,0
"264","2020-03-09","Andorra","",42.5063,1.5218,1,0,0
"265","2020-03-10","Andorra","",42.5063,1.5218,1,0,0
"266","2020-03-11","Andorra","",42.5063,1.5218,1,0,0
"267","2020-03-12","Andorra","",42.5063,1.5218,1,1,0
"268","2020-03-13","Andorra","",42.5063,1.5218,1,0,0
"269","2020-03-14","Andorra","",42.5063,1.5218,1,1,0
"270","2020-03-15","Andorra","",42.5063,1.5218,1,1,0
"271","2020-03-16","Andorra","",42.5063,1.5218,2,1,0
"272","2020-03-17","Andorra","",42.5063,1.5218,39,1,0
"273","2020-03-18","Andorra","",42.5063,1.5218,39,1,0
"274","2020-03-19","Andorra","",42.5063,1.5218,53,1,0
"275","2020-03-20","Andorra","",42.5063,1.5218,75,1,0
"276","2020-03-21","Andorra","",42.5063,1.5218,88,1,0
"277","2020-03-22","Andorra","",42.5063,1.5218,113,1,1
"278","2020-03-23","Andorra","",42.5063,1.5218,133,1,1
"279","2020-03-24","Andorra","",42.5063,1.5218,164,1,1
"280","2020-03-25","Andorra","",42.5063,1.5218,188,1,1
"281","2020-03-26","Andorra","",42.5063,1.5218,224,1,3
"282","2020-03-27","Andorra","",42.5063,1.5218,267,1,3
"283","2020-03-28","Andorra","",42.5063,1.5218,308,1,3
"284","2020-03-29","Andorra","",42.5063,1.5218,334,1,6
"285","2020-03-30","Andorra","",42.5063,1.5218,370,10,8
"286","2020-03-31","Andorra","",42.5063,1.5218,376,10,12
"287","2020-04-01","Andorra","",42.5063,1.5218,390,10,14
"288","2020-04-02","Andorra","",42.5063,1.5218,428,10,15
"289","2020-01-22","Angola","",-11.2027,17.8739,0,0,0
"290","2020-01-23","Angola","",-11.2027,17.8739,0,0,0
"291","2020-01-24","Angola","",-11.2027,17.8739,0,0,0
"292","2020-01-25","Angola","",-11.2027,17.8739,0,0,0
"293","2020-01-26","Angola","",-11.2027,17.8739,0,0,0
"294","2020-01-27","Angola","",-11.2027,17.8739,0,0,0
"295","2020-01-28","Angola","",-11.2027,17.8739,0,0,0
"296","2020-01-29","Angola","",-11.2027,17.8739,0,0,0
"297","2020-01-30","Angola","",-11.2027,17.8739,0,0,0
"298","2020-01-31","Angola","",-11.2027,17.8739,0,0,0
"299","2020-02-01","Angola","",-11.2027,17.8739,0,0,0
"300","2020-02-02","Angola","",-11.2027,17.8739,0,0,0
"301","2020-02-03","Angola","",-11.2027,17.8739,0,0,0
"302","2020-02-04","Angola","",-11.2027,17.8739,0,0,0
"303","2020-02-05","Angola","",-11.2027,17.8739,0,0,0
"304","2020-02-06","Angola","",-11.2027,17.8739,0,0,0
"305","2020-02-07","Angola","",-11.2027,17.8739,0,0,0
"306","2020-02-08","Angola","",-11.2027,17.8739,0,0,0
"307","2020-02-09","Angola","",-11.2027,17.8739,0,0,0
"308","2020-02-10","Angola","",-11.2027,17.8739,0,0,0
"309","2020-02-11","Angola","",-11.2027,17.8739,0,0,0
"310","2020-02-12","Angola","",-11.2027,17.8739,0,0,0
"311","2020-02-13","Angola","",-11.2027,17.8739,0,0,0
"312","2020-02-14","Angola","",-11.2027,17.8739,0,0,0
"313","2020-02-15","Angola","",-11.2027,17.8739,0,0,0
"314","2020-02-16","Angola","",-11.2027,17.8739,0,0,0
"315","2020-02-17","Angola","",-11.2027,17.8739,0,0,0
"316","2020-02-18","Angola","",-11.2027,17.8739,0,0,0
"317","2020-02-19","Angola","",-11.2027,17.8739,0,0,0
"318","2020-02-20","Angola","",-11.2027,17.8739,0,0,0
"319","2020-02-21","Angola","",-11.2027,17.8739,0,0,0
"320","2020-02-22","Angola","",-11.2027,17.8739,0,0,0
"321","2020-02-23","Angola","",-11.2027,17.8739,0,0,0
"322","2020-02-24","Angola","",-11.2027,17.8739,0,0,0
"323","2020-02-25","Angola","",-11.2027,17.8739,0,0,0
"324","2020-02-26","Angola","",-11.2027,17.8739,0,0,0
"325","2020-02-27","Angola","",-11.2027,17.8739,0,0,0
"326","2020-02-28","Angola","",-11.2027,17.8739,0,0,0
"327","2020-02-29","Angola","",-11.2027,17.8739,0,0,0
"328","2020-03-01","Angola","",-11.2027,17.8739,0,0,0
"329","2020-03-02","Angola","",-11.2027,17.8739,0,0,0
"330","2020-03-03","Angola","",-11.2027,17.8739,0,0,0
"331","2020-03-04","Angola","",-11.2027,17.8739,0,0,0
"332","2020-03-05","Angola","",-11.2027,17.8739,0,0,0
"333","2020-03-06","Angola","",-11.2027,17.8739,0,0,0
"334","2020-03-07","Angola","",-11.2027,17.8739,0,0,0
"335","2020-03-08","Angola","",-11.2027,17.8739,0,0,0
"336","2020-03-09","Angola","",-11.2027,17.8739,0,0,0
"337","2020-03-10","Angola","",-11.2027,17.8739,0,0,0
"338","2020-03-11","Angola","",-11.2027,17.8739,0,0,0
"339","2020-03-12","Angola","",-11.2027,17.8739,0,0,0
"340","2020-03-13","Angola","",-11.2027,17.8739,0,0,0
"341","2020-03-14","Angola","",-11.2027,17.8739,0,0,0
"342","2020-03-15","Angola","",-11.2027,17.8739,0,0,0
"343","2020-03-16","Angola","",-11.2027,17.8739,0,0,0
"344","2020-03-17","Angola","",-11.2027,17.8739,0,0,0
"345","2020-03-18","Angola","",-11.2027,17.8739,0,0,0
"346","2020-03-19","Angola","",-11.2027,17.8739,0,0,0
"347","2020-03-20","Angola","",-11.2027,17.8739,1,0,0
"348","2020-03-21","Angola","",-11.2027,17.8739,2,0,0
"349","2020-03-22","Angola","",-11.2027,17.8739,2,0,0
"350","2020-03-23","Angola","",-11.2027,17.8739,3,0,0
"351","2020-03-24","Angola","",-11.2027,17.8739,3,0,0
"352","2020-03-25","Angola","",-11.2027,17.8739,3,0,0
"353","2020-03-26","Angola","",-11.2027,17.8739,4,0,0
"354","2020-03-27","Angola","",-11.2027,17.8739,4,0,0
"355","2020-03-28","Angola","",-11.2027,17.8739,5,0,0
"356","2020-03-29","Angola","",-11.2027,17.8739,7,0,2
"357","2020-03-30","Angola","",-11.2027,17.8739,7,0,2
"358","2020-03-31","Angola","",-11.2027,17.8739,7,1,2
"359","2020-04-01","Angola","",-11.2027,17.8739,8,1,2
"360","2020-04-02","Angola","",-11.2027,17.8739,8,1,2
"361","2020-01-22","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"362","2020-01-23","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"363","2020-01-24","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"364","2020-01-25","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"365","2020-01-26","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"366","2020-01-27","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"367","2020-01-28","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"368","2020-01-29","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"369","2020-01-30","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"370","2020-01-31","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"371","2020-02-01","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"372","2020-02-02","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"373","2020-02-03","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"374","2020-02-04","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"375","2020-02-05","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"376","2020-02-06","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"377","2020-02-07","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"378","2020-02-08","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"379","2020-02-09","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"380","2020-02-10","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"381","2020-02-11","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"382","2020-02-12","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"383","2020-02-13","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"384","2020-02-14","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"385","2020-02-15","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"386","2020-02-16","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"387","2020-02-17","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"388","2020-02-18","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"389","2020-02-19","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"390","2020-02-20","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"391","2020-02-21","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"392","2020-02-22","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"393","2020-02-23","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"394","2020-02-24","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"395","2020-02-25","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"396","2020-02-26","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"397","2020-02-27","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"398","2020-02-28","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"399","2020-02-29","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"400","2020-03-01","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"401","2020-03-02","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"402","2020-03-03","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"403","2020-03-04","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"404","2020-03-05","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"405","2020-03-06","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"406","2020-03-07","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"407","2020-03-08","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"408","2020-03-09","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"409","2020-03-10","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"410","2020-03-11","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"411","2020-03-12","Antigua and Barbuda","",17.0608,-61.7964,0,0,0
"412","2020-03-13","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"413","2020-03-14","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"414","2020-03-15","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"415","2020-03-16","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"416","2020-03-17","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"417","2020-03-18","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"418","2020-03-19","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"419","2020-03-20","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"420","2020-03-21","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"421","2020-03-22","Antigua and Barbuda","",17.0608,-61.7964,1,0,0
"422","2020-03-23","Antigua and Barbuda","",17.0608,-61.7964,3,0,0
"423","2020-03-24","Antigua and Barbuda","",17.0608,-61.7964,3,0,0
"424","2020-03-25","Antigua and Barbuda","",17.0608,-61.7964,3,0,0
"425","2020-03-26","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
"426","2020-03-27","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
"427","2020-03-28","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
"428","2020-03-29","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
"429","2020-03-30","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
"430","2020-03-31","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
"431","2020-04-01","Antigua and Barbuda","",17.0608,-61.7964,7,0,0
